Video Length,Shares,Comments,Followers,Total Videos,Upload Year,Upload Month,Upload Day,Upload Weekday,Total Engagement,Engagement Rate,Number of Hashtags,Upload_Afternoon,Upload_Evening,Upload_Midnight,Upload_Morning
7,86200,16400,4500000,36,2019,10,25,5,2902600,0.6450222222222223,2,1,0,0,0
56,3,43,141200,25,2020,10,31,6,509,0.0036048158640226,0,0,0,1,0
10,13,48,141200,25,2020,10,21,3,2775,0.0196529745042492,0,0,0,1,0
9,18,57,141200,25,2020,10,3,6,2582,0.0182861189801699,0,0,0,0,1
7,39,126,141200,25,2020,9,25,5,5267,0.0373016997167138,0,0,0,0,1
14,37,121,141200,25,2020,9,17,4,5349,0.0378824362606232,0,0,1,0,0
49,12,95,141200,25,2020,9,2,3,2227,0.0157719546742209,0,0,0,0,1
15,236,841,141200,25,2020,8,17,1,25977,0.1839730878186969,0,0,0,0,1
56,19,158,141200,25,2020,8,1,6,2624,0.0185835694050991,0,0,1,0,0
58,73,376,141200,25,2020,7,25,6,9407,0.0666218130311614,0,0,0,0,1
60,14,73,141200,25,2020,7,17,5,1778,0.0125920679886685,0,0,0,1,0
15,9,43,141200,25,2020,7,12,7,1608,0.0113881019830028,0,0,0,1,0
59,14,117,141200,25,2020,7,9,4,1863,0.0131940509915014,0,0,0,1,0
52,24,78,141200,25,2020,6,21,7,2297,0.0162677053824362,0,0,0,1,0
9,8,22,141200,25,2020,6,10,3,1978,0.0140084985835694,0,0,1,0,0
56,24,159,141200,25,2020,5,23,6,3941,0.0279107648725212,0,1,0,0,0
34,12,104,141200,25,2020,5,16,6,2570,0.0182011331444759,0,0,1,0,0
16,27,146,141200,25,2020,5,8,5,6942,0.0491643059490084,0,1,0,0,0
15,40,198,141200,25,2020,4,21,2,5233,0.0370609065155807,1,0,0,1,0
3,2,101,141200,25,2020,4,13,1,5274,0.0373512747875354,0,0,0,1,0
10,4,23,141200,25,2020,4,12,7,1188,0.008413597733711,0,1,0,0,0
4,21,147,141200,25,2020,4,5,7,9013,0.0638314447592068,1,1,0,0,0
28,9,252,141200,25,2020,3,27,5,7265,0.0514518413597733,1,0,1,0,0
18,14,98,141200,25,2020,3,21,6,3077,0.0217917847025495,1,1,0,0,0
37,60,476,141200,25,2020,3,15,7,11736,0.0831161473087818,0,1,0,0,0
15,186,1745,141200,25,2020,3,12,4,89431,0.6333640226628895,0,0,1,0,0
30,153,1455,11200000,134,2020,11,4,3,262008,0.0233935714285714,1,0,1,0,0
42,53,773,11200000,134,2020,11,3,2,117526,0.0104933928571428,3,0,1,0,0
22,69,893,11200000,134,2020,10,30,5,193462,0.0172733928571428,5,1,0,0,0
23,92,472,11200000,134,2020,10,28,3,125864,0.0112378571428571,5,0,0,1,0
27,31,355,11200000,134,2020,10,27,2,36686,0.0032755357142857,4,0,1,0,0
41,951,1483,11200000,134,2020,10,26,1,676234,0.0603780357142857,4,0,1,0,0
21,31,408,11200000,134,2020,10,24,6,50639,0.0045213392857142,6,1,0,0,0
27,163,474,11200000,134,2020,10,24,6,67037,0.0059854464285714,5,0,0,1,0
55,297,622,11200000,134,2020,10,23,5,253119,0.0225999107142857,4,1,0,0,0
30,237,1141,11200000,134,2020,10,22,4,217978,0.0194623214285714,6,0,1,0,0
33,1412,3704,11200000,134,2020,10,8,4,1105116,0.0986710714285714,3,0,1,0,0
38,2213,656,11200000,134,2020,10,6,2,333869,0.0298097321428571,4,1,0,0,0
38,565,1020,11200000,134,2020,10,5,1,304685,0.0272040178571428,4,0,1,0,0
23,1471,3070,11200000,134,2020,9,25,5,476341,0.0425304464285714,5,0,1,0,0
20,1160,1040,11200000,134,2020,9,5,6,247300,0.0220803571428571,5,0,0,1,0
30,159,779,11200000,134,2020,9,1,2,267438,0.0238783928571428,5,1,0,0,0
9,1049,2743,11200000,134,2020,8,24,1,529892,0.0473117857142857,4,0,1,0,0
26,869,1105,11200000,134,2020,8,20,4,653674,0.05836375,4,1,0,0,0
20,12900,5664,11200000,134,2020,8,19,3,2018564,0.1802289285714285,5,1,0,0,0
19,216,948,11200000,134,2020,8,13,4,412264,0.0368092857142857,4,0,0,1,0
18,264,828,11200000,134,2020,8,4,2,266892,0.0238296428571428,5,0,1,0,0
10,437,898,11200000,134,2020,8,4,2,575535,0.0513870535714285,5,0,0,1,0
15,177,612,11200000,134,2020,8,1,6,172789,0.0154275892857142,3,1,0,0,0
9,219,927,11200000,134,2020,7,29,3,196046,0.0175041071428571,4,0,1,0,0
15,1279,760,11200000,134,2020,7,27,1,441639,0.0394320535714285,3,0,1,0,0
13,1248,1458,5400000,74,2020,10,22,4,376006,0.0696307407407407,0,0,1,0,0
4,1520,3570,5400000,74,2020,9,28,1,340490,0.0630537037037037,0,0,1,0,0
12,660,1427,5400000,74,2020,9,26,6,200887,0.0372012962962962,0,0,0,1,0
8,3820,5259,5400000,74,2020,9,7,1,438379,0.0811812962962963,0,0,1,0,0
8,4309,5876,5400000,74,2020,9,6,7,668485,0.1237935185185185,0,0,1,0,0
10,695,1579,5400000,74,2020,9,6,7,194174,0.0359581481481481,0,0,0,0,1
18,2179,2215,5400000,74,2020,9,4,5,285894,0.0529433333333333,0,0,1,0,0
24,608,1374,5400000,74,2020,9,3,4,253882,0.0470151851851851,1,0,1,0,0
9,2777,2104,5400000,74,2020,8,31,1,246381,0.0456261111111111,0,0,0,0,1
10,13500,8180,5400000,74,2020,8,30,7,1321680,0.2447555555555555,0,0,0,1,0
21,777,1617,5400000,74,2020,8,27,4,271294,0.0502396296296296,1,0,1,0,0
17,10400,10600,5400000,74,2020,8,23,7,1321000,0.2446296296296296,0,0,0,0,1
18,68900,26500,5400000,74,2020,8,18,2,4695400,0.8695185185185185,1,0,0,1,0
16,691,1394,5400000,74,2020,8,5,3,335585,0.0621453703703703,1,0,1,0,0
12,604,1460,5400000,74,2020,7,25,6,356164,0.0659562962962962,3,0,1,0,0
12,702,2702,5400000,74,2020,7,22,3,363704,0.0673525925925925,2,0,0,1,0
21,2219,3710,5400000,74,2020,7,21,2,654629,0.1212275925925926,3,0,0,1,0
8,445,565,5400000,74,2020,7,18,6,304010,0.0562981481481481,0,0,0,1,0
29,2285,6456,5400000,74,2020,7,14,2,470241,0.0870816666666666,0,0,0,1,0
12,2787,2245,5400000,74,2020,7,13,1,1005032,0.186117037037037,2,0,1,0,0
24,3308,2575,5400000,74,2020,7,9,4,547083,0.1013116666666666,0,0,0,1,0
9,504,1084,5400000,74,2020,7,2,4,309788,0.0573681481481481,0,0,0,0,1
12,12400,8878,5400000,74,2020,7,1,3,1001478,0.1854588888888889,1,0,0,1,0
13,3318,3894,5400000,74,2020,6,27,6,300012,0.0555577777777777,0,0,0,1,0
15,2649,3221,5400000,74,2020,6,22,1,700670,0.1297537037037037,1,0,0,1,0
10,276,281,1700000,22,2020,11,5,4,36057,0.02121,13,0,1,0,0
15,348,474,1700000,22,2020,10,31,6,70922,0.0417188235294117,15,0,1,0,0
41,538,346,1700000,22,2020,10,17,6,30184,0.017755294117647,15,0,1,0,0
11,3495,2362,1700000,22,2020,9,27,7,372457,0.2190923529411764,10,0,1,0,0
15,84,195,1700000,22,2020,9,21,1,14879,0.0087523529411764,7,0,1,0,0
9,135,189,1700000,22,2020,9,18,5,32724,0.0192494117647058,3,0,1,0,0
8,87,127,1700000,22,2020,8,21,5,16914,0.0099494117647058,3,0,1,0,0
19,75,302,1700000,22,2020,8,16,7,17177,0.0101041176470588,11,0,1,0,0
9,461,437,1700000,22,2020,7,18,6,51298,0.030175294117647,16,0,0,1,0
14,58,111,1700000,22,2020,7,16,4,14769,0.0086876470588235,13,0,0,1,0
11,395,613,1700000,22,2020,7,8,3,53608,0.0315341176470588,12,0,0,1,0
9,1167,1268,1700000,22,2020,6,23,2,165135,0.0971382352941176,11,0,1,0,0
8,804,888,1700000,22,2020,6,19,5,94592,0.0556423529411764,14,0,1,0,0
9,2146,1131,1700000,22,2020,6,14,7,343777,0.2022217647058823,14,0,1,0,0
5,50,151,1700000,22,2020,6,13,6,24401,0.0143535294117647,4,0,1,0,0
14,1127,1238,1700000,22,2020,6,12,5,110765,0.0651558823529411,6,0,0,1,0
10,64,185,1700000,22,2020,6,7,7,29749,0.0174994117647058,10,0,1,0,0
10,564,953,1700000,22,2020,6,7,7,131517,0.0773629411764705,8,0,1,0,0
7,26200,5898,1700000,22,2020,6,3,3,1332098,0.7835870588235294,10,0,0,1,0
7,14400,6860,1700000,22,2020,5,31,7,1221260,0.7183882352941177,0,0,1,0,0
14,2165,809,1700000,22,2020,5,31,7,71874,0.0422788235294117,8,0,1,0,0
8,1202,743,1700000,22,2020,5,31,7,56845,0.0334382352941176,7,0,1,0,0
15,202,679,708200,9,2020,7,20,1,59981,0.0846950014120305,0,1,0,0,0
15,1086,1311,708200,9,2020,7,6,1,68297,0.0964374470488562,0,1,0,0,0
13,46,112,708200,9,2020,5,20,3,6650,0.009390002824061,1,1,0,0,0
8,71,337,708200,9,2020,2,27,4,14708,0.0207681445919231,0,0,0,1,0
15,1608,972,708200,9,2020,2,20,4,90480,0.1277605196272239,0,0,1,0,0
15,532,474,708200,9,2020,2,16,7,93406,0.1318921208698107,2,1,0,0,0
55,135,125,708200,9,2020,2,12,3,6397,0.0090327591075967,0,0,0,0,1
6,14,52,708200,9,2020,2,9,7,10366,0.0146371081615362,0,0,1,0,0
11,6687,1841,708200,9,2020,2,4,2,496328,0.700830273933917,1,0,0,1,0
54,0,51,8500000,663,2020,11,7,6,922,0.0001084705882352,5,0,1,0,0
4,2,48,8500000,663,2020,11,7,6,4185,0.0004923529411764,8,0,1,0,0
14,12,87,8500000,663,2020,11,7,6,5839,0.0006869411764705,6,0,1,0,0
11,13,83,8500000,663,2020,11,7,6,10796,0.0012701176470588,5,0,1,0,0
13,86,159,8500000,663,2020,11,7,6,36945,0.0043464705882352,6,0,0,1,0
15,34,198,8500000,663,2020,11,7,6,28032,0.0032978823529411,7,0,0,1,0
8,140,464,8500000,663,2020,11,7,6,44104,0.0051887058823529,6,0,0,1,0
37,19,96,8500000,663,2020,11,6,5,8593,0.0010109411764705,2,0,1,0,0
9,18,114,8500000,663,2020,11,6,5,8172,0.0009614117647058,8,0,0,1,0
13,110,160,8500000,663,2020,11,6,5,24270,0.002855294117647,7,0,0,1,0
20,30,112,8500000,663,2020,11,6,5,15142,0.0017814117647058,4,0,0,1,0
7,148,181,8500000,663,2020,11,5,4,21229,0.0024975294117647,6,0,1,0,0
13,27,141,8500000,663,2020,11,5,4,17668,0.0020785882352941,7,0,1,0,0
19,77,200,8500000,663,2020,11,5,4,19877,0.0023384705882352,5,0,0,1,0
15,53,437,8500000,663,2020,11,5,4,33290,0.0039164705882352,6,0,0,1,0
13,137,356,8500000,663,2020,11,4,3,33893,0.0039874117647058,7,0,1,0,0
25,9,108,8500000,663,2020,11,4,3,8068,0.0009491764705882,5,1,0,0,0
9,104,131,8500000,663,2020,11,3,2,33035,0.0038864705882352,7,0,1,0,0
15,70,227,8500000,663,2020,11,3,2,16397,0.0019290588235294,5,0,1,0,0
11,179,156,8500000,663,2020,11,3,2,35235,0.004145294117647,6,0,0,1,0
9,23,84,8500000,663,2020,11,2,1,18007,0.0021184705882352,8,0,1,0,0
10,1368,2119,8500000,663,2020,11,2,1,381287,0.044857294117647,7,0,1,0,0
10,62,150,8500000,663,2020,11,2,1,24912,0.0029308235294117,4,0,0,1,0
7,60,105,8500000,663,2020,11,2,1,41165,0.0048429411764705,7,0,0,1,0
7,75,140,8500000,663,2020,11,1,7,35415,0.0041664705882352,6,0,1,0,0
5,47,331,4700000,25,2020,10,27,2,56078,0.0119314893617021,1,1,0,0,0
55,7541,2433,4700000,25,2020,10,20,2,160274,0.0341008510638297,2,1,0,0,0
57,1836,8307,4700000,25,2020,10,9,5,218643,0.0465197872340425,1,1,0,0,0
22,58800,12200,4700000,25,2020,10,8,4,1771000,0.3768085106382979,3,1,0,0,0
25,2006,1575,4700000,25,2020,9,9,3,117081,0.0249108510638297,4,0,0,1,0
13,1865,1073,4700000,25,2020,8,7,5,78138,0.0166251063829787,2,1,0,0,0
14,1101,1007,4700000,25,2020,8,5,3,61308,0.0130442553191489,2,0,1,0,0
40,820,1584,4700000,25,2020,7,16,4,100404,0.0213625531914893,2,0,1,0,0
15,1282,2418,4700000,25,2020,5,23,6,167300,0.035595744680851,1,0,0,1,0
14,1209,2414,4700000,25,2020,4,24,5,209323,0.0445368085106383,2,0,1,0,0
59,5296,1795,4700000,25,2020,4,8,3,192991,0.041061914893617,1,1,0,0,0
20,910,885,4700000,25,2020,3,16,1,109695,0.0233393617021276,1,0,1,0,0
35,546,1602,4700000,25,2020,3,16,1,109548,0.0233080851063829,1,0,1,0,0
13,176600,29900,4700000,25,2020,3,11,3,10006500,2.129042553191489,1,0,0,1,0
10,597,579,4700000,25,2020,2,26,3,292276,0.0621863829787234,1,0,1,0,0
26,809,617,4700000,25,2020,2,4,2,131326,0.0279417021276595,1,0,0,1,0
54,12600,2099,4700000,25,2020,2,1,6,469099,0.0998082978723404,2,0,0,1,0
47,42200,3721,4700000,25,2020,1,16,4,848121,0.1804512765957446,1,0,1,0,0
7,1777,515,4700000,25,2020,1,14,2,258492,0.0549982978723404,1,0,0,1,0
39,1731,1561,4700000,25,2019,3,3,7,212392,0.0451897872340425,3,0,1,0,0
45,834,456,4700000,25,2019,2,23,6,91890,0.0195510638297872,4,0,0,1,0
54,6874,1496,4700000,25,2019,2,23,6,645570,0.1373553191489361,4,0,0,1,0
14,774,428,4700000,25,2019,2,13,3,78602,0.016723829787234,1,0,0,1,0
15,4628,2471,4700000,25,2018,12,14,5,312099,0.0664040425531914,2,1,0,0,0
15,1278,576,4700000,25,2018,12,7,5,89654,0.0190753191489361,2,0,0,1,0
26,33,74,7000000,275,2020,11,6,5,2920,0.0004171428571428,2,0,1,0,0
59,9,58,7000000,275,2020,11,5,4,8935,0.0012764285714285,1,0,1,0,0
25,16,95,7000000,275,2020,11,2,1,6817,0.0009738571428571,0,0,1,0,0
59,137,181,7000000,275,2020,11,2,1,8394,0.0011991428571428,0,0,1,0,0
21,108,188,7000000,275,2020,10,31,6,36496,0.0052137142857142,1,0,1,0,0
21,375,278,7000000,275,2020,10,31,6,35253,0.0050361428571428,2,1,0,0,0
21,416,329,7000000,275,2020,10,30,5,100945,0.0144207142857142,0,0,1,0,0
14,721,734,7000000,275,2020,10,30,5,82455,0.0117792857142857,2,0,1,0,0
11,17,74,7000000,275,2020,10,30,5,12091,0.0017272857142857,0,1,0,0,0
37,378,219,7000000,275,2020,10,29,4,11397,0.0016281428571428,0,0,1,0,0
20,84,327,7000000,275,2020,10,28,3,61911,0.0088444285714285,1,0,1,0,0
33,10,82,7000000,275,2020,10,27,2,5579,0.000797,0,0,1,0,0
16,23,534,7000000,275,2020,10,27,2,23657,0.0033795714285714,1,0,1,0,0
11,33,121,7000000,275,2020,10,26,1,27454,0.003922,2,0,1,0,0
14,26,218,7000000,275,2020,10,25,7,28644,0.004092,1,0,1,0,0
59,454,597,7000000,275,2020,10,23,5,53951,0.0077072857142857,0,0,1,0,0
46,188,489,7000000,275,2020,10,23,5,43977,0.0062824285714285,0,0,0,1,0
32,117,119,7000000,275,2020,10,22,4,14436,0.0020622857142857,0,0,0,1,0
15,1101,1379,7000000,275,2020,10,21,3,219180,0.0313114285714285,0,0,0,1,0
37,309,273,7000000,275,2020,10,19,1,117882,0.0168402857142857,0,0,1,0,0
14,2731,4829,7000000,275,2020,10,16,5,710360,0.10148,1,0,1,0,0
36,252,489,7000000,275,2020,10,15,4,355741,0.0508201428571428,0,0,1,0,0
15,102,187,7000000,275,2020,10,14,3,76689,0.0109555714285714,2,0,1,0,0
37,722,888,7000000,275,2020,10,14,3,222710,0.0318157142857142,1,0,1,0,0
15,24,218,7000000,275,2020,10,13,2,57942,0.0082774285714285,1,0,1,0,0
17,6002,41800,8500000,32,2020,9,11,5,2047802,0.2409178823529411,0,0,1,0,0
10,4069,16100,8500000,32,2020,9,10,4,1820169,0.2141375294117647,0,0,0,1,0
21,8058,26500,8500000,32,2020,9,4,5,1234558,0.1452421176470588,0,0,1,0,0
21,16200,32200,8500000,32,2020,9,4,5,1029800,0.1211529411764705,0,0,0,1,0
10,677,4933,8500000,32,2020,9,3,4,308310,0.0362717647058823,0,0,1,0,0
14,9405,21100,8500000,32,2020,8,27,4,1230505,0.144765294117647,0,1,0,0,0
9,3761,15000,8500000,32,2020,8,25,2,585861,0.0689248235294117,0,1,0,0,0
8,3675,24400,8500000,32,2020,8,22,6,776875,0.0913970588235294,0,1,0,0,0
14,6324,30200,8500000,32,2020,8,3,1,856724,0.1007910588235294,0,1,0,0,0
12,15500,32300,8500000,32,2020,8,2,7,1547800,0.1820941176470588,0,0,1,0,0
14,9791,15100,8500000,32,2020,8,2,7,885891,0.1042224705882352,0,0,1,0,0
15,635,6554,8500000,32,2020,8,2,7,357189,0.0420222352941176,0,0,1,0,0
14,76900,75000,8500000,32,2020,7,8,3,3451900,0.4061058823529411,0,0,1,0,0
13,6901,22200,8500000,32,2020,7,6,1,1020801,0.1200942352941176,0,1,0,0,0
22,24400,27200,8500000,32,2020,7,3,5,1651600,0.1943058823529412,0,0,1,0,0
13,13600,37300,8500000,32,2020,6,17,3,1850900,0.2177529411764706,0,0,1,0,0
38,35800,59600,8500000,32,2020,6,15,1,2395400,0.2818117647058824,0,0,1,0,0
22,8486,31700,8500000,32,2020,6,13,6,1340186,0.1576689411764706,0,0,1,0,0
8,6729,15100,8500000,32,2020,6,12,5,1321829,0.155509294117647,0,0,1,0,0
13,9893,22300,8500000,32,2020,6,12,5,1232193,0.1449638823529411,0,1,0,0,0
10,40000,35800,8500000,32,2020,6,12,5,2175800,0.2559764705882353,0,0,0,1,0
13,51100,81700,8500000,32,2020,6,12,5,2232800,0.2626823529411765,0,0,0,1,0
52,2581,11600,8500000,32,2020,6,11,4,632181,0.0743742352941176,0,0,1,0,0
19,26900,71400,8500000,32,2020,6,8,1,1698300,0.1998,0,0,1,0,0
10,15700,34800,8500000,32,2020,5,14,4,1450500,0.1706470588235294,0,1,0,0,0
11,21300,61100,8500000,32,2020,5,9,6,2082400,0.2449882352941176,0,0,1,0,0
11,286500,258100,8500000,32,2020,5,8,5,8344600,0.9817176470588236,0,0,1,0,0
12,62700,61300,8500000,32,2020,5,8,5,2924000,0.344,0,0,1,0,0
5,19400,53400,8500000,32,2020,5,8,5,2872800,0.3379764705882352,0,0,1,0,0
123,5503,18800,8500000,32,2018,2,28,3,1124303,0.1322709411764706,0,0,1,0,0
14,2101,5575,8500000,32,2018,2,27,2,777676,0.091491294117647,0,0,1,0,0
10,12800,32800,8500000,32,2018,2,27,2,943700,0.1110235294117647,0,0,1,0,0
59,3,20,3300,11,2020,9,19,6,494,0.1496969696969697,8,0,1,0,0
10,0,2,3300,11,2020,9,19,6,82,0.0248484848484848,11,0,1,0,0
10,6,9,3300,11,2020,9,18,5,658,0.1993939393939394,10,0,1,0,0
30,1,3,3300,11,2020,9,17,4,125,0.0378787878787878,9,0,1,0,0
10,0,5,3300,11,2020,9,13,7,181,0.0548484848484848,9,0,0,0,1
59,0,1,3300,11,2020,9,12,6,46,0.0139393939393939,5,0,0,0,1
14,5,15,3300,11,2020,9,5,6,349,0.1057575757575757,4,1,0,0,0
6,0,2,3300,11,2020,8,31,1,72,0.0218181818181818,0,0,1,0,0
30,4,8,3300,11,2020,8,31,1,94,0.0284848484848484,7,0,0,1,0
7,2,7,3300,11,2020,8,30,7,502,0.1521212121212121,6,0,1,0,0
28,79,176,3300,11,2020,8,30,7,6341,1.921515151515152,7,1,0,0,0
15,7784,2109,2700000,33,2020,10,10,6,227293,0.0841825925925925,0,0,0,0,1
7,1432,863,2700000,33,2020,7,9,4,132295,0.0489981481481481,0,0,1,0,0
12,6134,1412,2700000,33,2020,7,8,3,180446,0.0668318518518518,0,1,0,0,0
8,9923,1773,2700000,33,2020,6,28,7,590596,0.2187392592592592,0,0,1,0,0
12,143600,31400,2700000,33,2020,6,28,7,1875000,0.6944444444444444,0,0,1,0,0
12,13400,3247,2700000,33,2020,6,21,7,578347,0.2142025925925925,0,0,1,0,0
57,456,593,2700000,33,2020,6,21,7,93649,0.0346848148148148,0,1,0,0,0
8,21000,4657,2700000,33,2020,6,13,6,489157,0.1811692592592592,0,1,0,0,0
11,58100,9195,2700000,33,2020,6,8,1,812995,0.3011092592592592,0,0,1,0,0
7,23400,2243,2700000,33,2020,5,30,6,297943,0.1103492592592592,0,0,1,0,0
12,822,614,2700000,33,2020,5,30,6,98036,0.0363096296296296,0,1,0,0,0
11,12000,2556,2700000,33,2020,5,23,6,269056,0.0996503703703703,0,1,0,0,0
8,16300,6020,2700000,33,2020,5,23,6,1122320,0.4156740740740741,0,1,0,0,0
13,16200,2657,2700000,33,2020,5,21,4,314357,0.1164285185185185,0,0,1,0,0
15,7625,1079,2700000,33,2020,5,21,4,185004,0.06852,0,0,1,0,0
6,7469,975,2700000,33,2020,5,20,3,199644,0.0739422222222222,0,1,0,0,0
9,3908,880,2700000,33,2020,5,17,7,209288,0.077514074074074,0,1,0,0,0
13,11900,3634,2700000,33,2020,5,16,6,603434,0.223494074074074,0,0,0,1,0
10,522,448,2700000,33,2020,5,16,6,81370,0.030137037037037,0,0,0,1,0
11,4586,728,2700000,33,2020,5,15,5,209814,0.0777088888888888,0,0,1,0,0
5,2968,1219,2700000,33,2020,5,14,4,242887,0.0899581481481481,0,0,1,0,0
4,4582,755,2700000,33,2020,5,14,4,107937,0.0399766666666666,0,0,1,0,0
12,1861,642,2700000,33,2020,5,14,4,211303,0.0782603703703703,0,0,1,0,0
5,8890,901,2700000,33,2020,5,14,4,152491,0.0564781481481481,0,0,1,0,0
3,2852,597,2700000,33,2020,5,14,4,101449,0.0375737037037037,0,0,1,0,0
13,6951,1188,2700000,33,2020,5,11,1,107139,0.0396811111111111,0,1,0,0,0
19,27900,1166,2700000,33,2020,5,9,6,163466,0.0605429629629629,2,0,0,0,1
7,229,333,2700000,33,2020,5,9,6,104662,0.0387637037037037,0,0,0,0,1
10,806,576,2700000,33,2020,5,9,6,88782,0.0328822222222222,0,0,0,1,0
6,1852,397,2700000,33,2020,5,9,6,77249,0.0286107407407407,0,0,0,1,0
12,1633,997,2700000,33,2020,5,9,6,97330,0.0360481481481481,0,0,0,1,0
36,19600,2669,2700000,33,2020,5,9,6,377769,0.1399144444444444,1,0,0,1,0
12,3059,403,2700000,33,2020,5,9,6,58962,0.0218377777777777,2,0,0,1,0
6,77,1497,11300000,204,2020,11,7,6,113474,0.0100419469026548,1,0,0,1,0
4,130,2567,11300000,204,2020,10,29,4,237197,0.0209908849557522,1,0,0,1,0
6,328,6436,11300000,204,2020,10,17,6,591464,0.0523419469026548,1,1,0,0,0
6,268,6416,11300000,204,2020,10,14,3,200084,0.0177065486725663,1,1,0,0,0
19,289,2188,11300000,204,2020,10,8,4,189077,0.0167324778761061,0,0,1,0,0
21,839,2100,11300000,204,2020,10,5,1,1102939,0.097605221238938,1,1,0,0,0
52,626,5218,11300000,204,2020,9,30,3,279744,0.0247561061946902,1,1,0,0,0
11,498,2361,11300000,204,2020,9,28,1,840759,0.0744034513274336,1,0,1,0,0
10,129,1206,11300000,204,2020,9,22,2,253435,0.0224278761061946,1,0,1,0,0
14,4166,9242,11300000,204,2020,9,18,5,2013408,0.1781776991150442,1,0,1,0,0
8,162,1227,11300000,204,2020,9,17,4,255089,0.0225742477876106,1,0,1,0,0
10,534,2022,11300000,204,2020,9,17,4,432756,0.0382969911504424,1,0,1,0,0
9,311,1449,11300000,204,2020,9,15,2,276960,0.0245097345132743,1,0,1,0,0
9,155,1429,11300000,204,2020,9,14,1,299184,0.0264764601769911,2,0,1,0,0
46,814,4562,11300000,204,2020,9,11,5,1005376,0.0889713274336283,1,0,0,1,0
12,357,1329,11300000,204,2020,9,6,7,435186,0.03851203539823,2,1,0,0,0
12,162,1676,11300000,204,2020,8,29,6,336438,0.0297732743362831,2,1,0,0,0
15,746,4204,11300000,204,2020,8,29,6,508050,0.0449601769911504,2,1,0,0,0
4,275,2989,11300000,204,2020,8,28,5,719664,0.0636870796460177,1,1,0,0,0
28,800,8494,11300000,204,2020,8,26,3,1109294,0.098167610619469,2,0,1,0,0
10,691,3103,11300000,204,2020,8,24,1,641294,0.0567516814159292,2,0,1,0,0
5,436,2760,11300000,204,2020,8,23,7,535796,0.0474155752212389,2,0,1,0,0
22,1465,4976,11300000,204,2020,8,23,7,1106441,0.0979151327433628,2,0,1,0,0
10,3062,8722,11300000,204,2020,8,22,6,985084,0.0871755752212389,1,0,1,0,0
7,232,2471,11300000,204,2020,8,22,6,319303,0.0282569026548672,2,0,1,0,0
37,3962,6335,11100000,92,2020,10,9,5,867797,0.0781799099099099,2,1,0,0,0
8,636,1975,11100000,92,2020,10,6,2,559311,0.0503883783783783,2,0,1,0,0
24,8605,7035,11100000,92,2020,9,8,2,1815640,0.1635711711711711,2,0,1,0,0
10,3995,6489,11100000,92,2020,8,27,4,1410484,0.1270706306306306,0,0,1,0,0
25,2170,7424,11100000,92,2020,8,7,5,1609594,0.1450084684684684,2,0,1,0,0
27,9769,4938,11100000,92,2020,8,3,1,2514707,0.2265501801801802,2,0,1,0,0
8,3366,2114,11100000,92,2020,8,2,7,991980,0.0893675675675675,2,0,1,0,0
13,61900,38400,11100000,92,2020,7,27,1,5600300,0.5045315315315315,2,0,1,0,0
21,13800,15000,11100000,92,2020,7,23,4,2628800,0.2368288288288288,2,0,1,0,0
14,31600,19600,11100000,92,2020,7,14,2,3551200,0.3199279279279279,2,0,1,0,0
10,1472,6891,11100000,92,2020,7,6,1,1208363,0.1088615315315315,2,0,1,0,0
4,18100,11000,11100000,92,2020,7,2,4,1229100,0.1107297297297297,2,0,1,0,0
8,4471,8623,11100000,92,2020,6,28,7,1313094,0.1182967567567567,0,1,0,0,0
12,54700,14700,11100000,92,2020,6,26,5,2169400,0.1954414414414414,2,0,1,0,0
6,15600,7915,11100000,92,2020,6,22,1,1323515,0.1192355855855855,2,1,0,0,0
13,5975,19000,11100000,92,2020,6,12,5,1424975,0.1283761261261261,0,0,1,0,0
6,1872,2376,11100000,92,2020,6,7,7,921248,0.0829953153153153,2,1,0,0,0
8,7953,5848,11100000,92,2020,6,4,4,1613801,0.1453874774774775,2,0,1,0,0
15,2125,5709,11100000,92,2020,5,27,3,1107834,0.0998048648648648,2,1,0,0,0
11,17700,12900,11100000,92,2020,5,23,6,986900,0.0889099099099099,0,0,1,0,0
59,3215,4800,11100000,92,2020,5,22,5,501815,0.0452085585585585,0,0,1,0,0
10,4165,3937,11100000,92,2020,5,16,6,1208102,0.108838018018018,2,0,1,0,0
25,1018,5663,11100000,92,2020,5,4,1,979181,0.0882145045045045,2,0,1,0,0
15,12100,11800,11100000,92,2020,4,30,4,936300,0.0843513513513513,2,0,1,0,0
5,4838,4323,11100000,92,2020,4,28,2,1209161,0.1089334234234234,0,0,1,0,0
50,614,814,24700000,133,2020,11,7,6,58228,0.0023574089068825,0,0,1,0,0
30,201,811,24700000,133,2020,11,7,6,62512,0.0025308502024291,0,0,1,0,0
33,7082,5604,24700000,133,2020,11,5,4,631686,0.0255743319838056,0,0,0,0,1
10,4763,1312,24700000,133,2020,11,5,4,447875,0.0181325910931174,1,0,0,1,0
54,2806,14700,24700000,133,2020,11,3,2,830306,0.0336156275303643,0,0,1,0,0
39,527,4471,24700000,133,2020,11,3,2,407498,0.0164978947368421,0,0,1,0,0
18,15000,11800,24700000,133,2020,11,1,7,1426800,0.0577651821862348,0,0,0,1,0
58,3218,2316,24700000,133,2020,10,31,6,463434,0.0187625101214574,0,0,1,0,0
15,6879,3893,24700000,133,2020,10,30,5,634972,0.0257073684210526,0,0,1,0,0
